species_slug,BL,WL,under_sampled,red_list,gbif,lists
homogyne-alpina,0,0,0,1,1,['red_list' 'gbif']
hordelymus-europaeus,0,0,0,1,1,['red_list' 'gbif']
hordeum-distichon,0,0,0,0,1,['gbif']
hordeum-jubatum,0,0,0,0,1,['gbif']
hordeum-murinum,0,0,0,3,3,['red_list' 'gbif']
hordeum-secalinum,0,0,0,1,1,['red_list' 'gbif']
hordeum-vulgare,0,0,0,0,3,['gbif']
horminum-pyrenaicum,0,0,0,1,1,['red_list' 'gbif']
hornungia-alpina,0,0,0,0,4,['gbif']
hornungia-petraea,0,0,0,1,1,['red_list' 'gbif']
hornungia-procumbens,0,0,0,0,1,['gbif']
hottonia-palustris,0,0,0,1,1,['red_list' 'gbif']
hugueninia-tanacetifolia,0,0,0,1,0,['red_list']
humulus-lupulus,0,0,0,1,1,['red_list' 'gbif']
huperzia-selago,0,0,0,1,1,['red_list' 'gbif']
hyacinthoides-hispanica,0,0,0,0,1,['gbif']
hyacinthoides-non-scripta,0,0,0,0,1,['gbif']
hydrocharis-morsus-ranae,0,0,0,1,1,['red_list' 'gbif']
hydrocotyle-ranunculoides,1,0,0,0,0,['BL']
hydrocotyle-vulgaris,0,0,0,1,1,['red_list' 'gbif']
hylotelephium-anacampseros,0,0,0,0,1,['gbif']
hylotelephium-maximum,0,0,0,0,1,['gbif']
hylotelephium-telephium,0,0,0,0,3,['gbif']
hymenolobus-pauciflorus,0,0,0,1,1,['red_list' 'gbif']
hyoscyamus-niger,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
hypericum-androsaemum,0,0,0,1,1,['red_list' 'gbif']
hypericum-calycinum,0,0,0,0,1,['gbif']
hypericum-coris,0,0,0,1,1,['red_list' 'gbif']
hypericum-desetangsii,0,0,0,0,1,['gbif']
hypericum-dubium,0,0,0,0,1,['gbif']
hypericum-hircinum,0,0,0,0,1,['gbif']
hypericum-hirsutum,0,0,0,1,1,['red_list' 'gbif']
hypericum-humifusum,0,0,0,1,1,['red_list' 'gbif']
hypericum-maculatum,0,0,1,3,2,['under_sampled' 'red_list' 'gbif']
hypericum-montanum,0,0,0,1,1,['red_list' 'gbif']
hypericum-perforatum,0,0,0,3,3,['red_list' 'gbif']
hypericum-pulchrum,0,0,0,1,1,['red_list' 'gbif']
hypericum-richeri,0,0,0,1,2,['red_list' 'gbif']
hypericum-tetrapterum,0,0,0,1,1,['red_list' 'gbif']
hypericum-×desetangsii,0,0,0,1,0,['red_list']
hypochaeris-glabra,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
hypochaeris-maculata,0,0,0,1,1,['red_list' 'gbif']
hypochaeris-radicata,0,0,0,1,1,['red_list' 'gbif']
hypochaeris-uniflora,0,0,0,1,1,['red_list' 'gbif']
hypopitys-monotropa,0,0,0,0,2,['gbif']
hyssopus-officinalis,0,0,0,1,1,['red_list' 'gbif']
iberis-amara,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
iberis-intermedia,0,0,0,1,0,['red_list']
iberis-pinnata,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
iberis-saxatilis,0,0,0,1,1,['red_list' 'gbif']
iberis-sempervirens,0,0,0,0,1,['gbif']
iberis-umbellata,0,0,0,0,1,['gbif']
ilex-aquifolium,0,0,0,1,1,['red_list' 'gbif']
illecebrum-verticillatum,0,0,0,1,1,['red_list' 'gbif']
impatiens-balfourii,0,1,0,0,1,['WL' 'gbif']
impatiens-glandulifera,1,0,0,0,1,['BL' 'gbif']
impatiens-noli-tangere,0,0,0,1,1,['red_list' 'gbif']
impatiens-parviflora,0,0,0,0,1,['gbif']
imperatoria-ostruthium,0,0,0,0,1,['gbif']
inula-britannica,0,0,0,1,0,['red_list']
inula-conyzae,0,0,0,1,0,['red_list']
inula-helenium,0,0,0,0,1,['gbif']
inula-helvetica,0,0,0,1,0,['red_list']
inula-hirta,0,0,0,1,0,['red_list']
inula-salicina,0,0,0,1,0,['red_list']
inula-spiraeifolia,0,0,0,1,0,['red_list']
ipomoea-purpurea,0,0,0,0,1,['gbif']
iris-foetidissima,0,0,0,0,1,['gbif']
iris-germanica,0,0,0,0,1,['gbif']
iris-graminea,0,0,0,1,1,['red_list' 'gbif']
iris-lutescens,0,0,0,0,1,['gbif']
iris-pseudacorus,0,0,0,1,1,['red_list' 'gbif']
iris-sibirica,0,0,0,1,1,['red_list' 'gbif']
iris-variegata,0,0,0,0,1,['gbif']
iris-×germanica,0,0,0,1,0,['red_list']
isatis-tinctoria,0,0,0,1,1,['red_list' 'gbif']
isoetes-echinospora,0,0,0,0,1,['gbif']
isoetes-lacustris,0,0,0,0,1,['gbif']
isolepis-carinata,0,0,0,0,1,['gbif']
isolepis-setacea,0,0,0,1,1,['red_list' 'gbif']
isopyrum-thalictroides,0,0,0,1,1,['red_list' 'gbif']
isoëtes-echinospora,0,0,1,1,0,['under_sampled' 'red_list']
isoëtes-lacustris,0,0,0,1,0,['red_list']
jacobaea-abrotanifolia,0,0,0,0,1,['gbif']
jacobaea-alpina,0,0,0,0,1,['gbif']
jacobaea-aquatica,0,0,0,0,1,['gbif']
jacobaea-carniolica,0,0,0,0,1,['gbif']
jacobaea-erratica,0,0,0,0,1,['gbif']
jacobaea-erucifolia,0,0,0,0,1,['gbif']
jacobaea-incana,0,0,0,0,2,['gbif']
jacobaea-paludosa,0,0,0,0,1,['gbif']
jacobaea-subalpina,0,0,0,0,1,['gbif']
jacobaea-uniflora,0,0,0,0,1,['gbif']
jacobaea-vulgaris,0,0,0,0,1,['gbif']
jasione-laevis,0,0,0,0,1,['gbif']
jasione-montana,0,0,0,1,1,['red_list' 'gbif']
jasminum-nudiflorum,0,0,0,0,1,['gbif']
jasminum-officinale,0,0,0,0,1,['gbif']
juglans-regia,0,0,0,1,1,['red_list' 'gbif']
juncus-acutiflorus,0,0,0,1,1,['red_list' 'gbif']
juncus-alpinoarticulatus,0,0,0,1,1,['red_list' 'gbif']
juncus-ambiguus,0,0,0,1,0,['red_list']
juncus-arcticus,0,0,0,1,1,['red_list' 'gbif']
juncus-articulatus,0,0,0,1,1,['red_list' 'gbif']
juncus-bufonius,0,0,0,1,1,['red_list' 'gbif']
juncus-bulbosus,0,0,0,1,1,['red_list' 'gbif']
juncus-capitatus,0,0,0,1,1,['red_list' 'gbif']
juncus-castaneus,0,0,0,1,1,['red_list' 'gbif']
juncus-compressus,0,0,0,1,1,['red_list' 'gbif']
juncus-conglomeratus,0,0,0,1,1,['red_list' 'gbif']
juncus-effusus,0,0,0,1,1,['red_list' 'gbif']
juncus-filiformis,0,0,0,1,1,['red_list' 'gbif']
juncus-hybridus,0,0,0,0,1,['gbif']
juncus-inflexus,0,0,0,1,1,['red_list' 'gbif']
juncus-jacquinii,0,0,0,1,1,['red_list' 'gbif']
juncus-monanthos,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
juncus-sphaerocarpus,0,0,0,1,1,['red_list' 'gbif']
juncus-squarrosus,0,0,0,1,1,['red_list' 'gbif']
juncus-stygius,0,0,0,1,1,['red_list' 'gbif']
juncus-subnodulosus,0,0,0,1,1,['red_list' 'gbif']
juncus-tenageia,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
juncus-tenuis,0,0,0,0,1,['gbif']
juncus-trifidus,0,0,0,1,1,['red_list' 'gbif']
juncus-triglumis,0,0,0,1,1,['red_list' 'gbif']
juniperus-communis,0,0,0,3,3,['red_list' 'gbif']
juniperus-sabina,0,0,0,1,1,['red_list' 'gbif']
kali-tragus,0,0,0,0,1,['gbif']
karpatiosorbus-latifolia,0,0,0,0,1,['gbif']
kernera-saxatilis,0,0,0,1,1,['red_list' 'gbif']
kerria-japonica,0,0,0,0,1,['gbif']
kickxia-elatine,0,0,0,1,1,['red_list' 'gbif']
kickxia-spuria,0,0,0,1,1,['red_list' 'gbif']
klasea-nudicaulis,0,0,0,0,1,['gbif']
knautia-arvensis,0,0,0,1,1,['red_list' 'gbif']
knautia-collina,0,0,0,0,1,['gbif']
knautia-dipsacifolia,0,0,0,3,3,['red_list' 'gbif']
knautia-drymeia,0,0,0,1,1,['red_list' 'gbif']
knautia-godetii,0,0,0,1,1,['red_list' 'gbif']
knautia-longifolia,0,0,0,0,1,['gbif']
knautia-purpurea,0,0,0,1,0,['red_list']
knautia-transalpina,0,0,0,1,1,['red_list' 'gbif']
knautia-velutina,0,0,0,1,1,['red_list' 'gbif']
kobresia-simpliciuscula,0,0,0,1,0,['red_list']
koeleria-eriostachya,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
koeleria-hirsuta,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
koeleria-macrantha,0,0,0,1,1,['red_list' 'gbif']
koeleria-pyramidata,0,0,0,2,1,['red_list' 'gbif']
koeleria-vallesiana,0,0,0,1,1,['red_list' 'gbif']
koelreuteria-paniculata,0,0,0,0,1,['gbif']
koenigia-alpina,0,0,0,0,1,['gbif']
koenigia-polystachya,0,0,0,0,1,['gbif']
laburnum-alpinum,0,0,0,1,1,['red_list' 'gbif']
laburnum-anagyroides,0,0,0,1,2,['red_list' 'gbif']
lactuca-muralis,0,0,0,0,1,['gbif']
lactuca-perennis,0,0,0,1,1,['red_list' 'gbif']
lactuca-saligna,0,0,0,1,1,['red_list' 'gbif']
lactuca-sativa,0,0,0,0,1,['gbif']
lactuca-serriola,0,0,0,1,1,['red_list' 'gbif']
lactuca-viminea,0,0,0,1,2,['red_list' 'gbif']
lactuca-virosa,0,0,0,1,1,['red_list' 'gbif']
lagarosiphon-major,0,0,0,0,1,['gbif']
lagurus-ovatus,0,0,0,0,1,['gbif']
lamium-album,0,0,0,1,1,['red_list' 'gbif']
lamium-amplexicaule,0,0,0,1,1,['red_list' 'gbif']
lamium-galeobdolon,0,0,0,3,5,['red_list' 'gbif']
lamium-hybridum,0,0,0,1,0,['red_list']
lamium-maculatum,0,0,0,1,1,['red_list' 'gbif']
lamium-purpureum,0,0,0,1,2,['red_list' 'gbif']
lappula-deflexa,0,0,0,1,0,['red_list']
lappula-squarrosa,0,0,0,1,1,['red_list' 'gbif']
lapsana-communis,0,0,0,1,3,['red_list' 'gbif']
larix-decidua,0,0,0,1,1,['red_list' 'gbif']
larix-kaempferi,0,0,0,0,1,['gbif']
laserpitium-gaudinii,0,0,0,1,0,['red_list']
laserpitium-halleri,0,0,0,1,1,['red_list' 'gbif']
laserpitium-krapfii,0,0,0,0,1,['gbif']
laserpitium-latifolium,0,0,0,1,1,['red_list' 'gbif']
laserpitium-nitidum,0,0,0,0,1,['gbif']
laserpitium-peucedanoides,0,0,0,0,1,['gbif']
laserpitium-prutenicum,0,0,0,1,0,['red_list']
laserpitium-siler,0,0,0,1,0,['red_list']
lathraea-clandestina,0,0,0,0,1,['gbif']
lathraea-squamaria,0,0,0,1,1,['red_list' 'gbif']
lathyrus-aphaca,0,0,0,1,1,['red_list' 'gbif']
lathyrus-bauhinii,0,0,0,1,1,['red_list' 'gbif']
lathyrus-cicera,0,0,0,1,0,['red_list']
lathyrus-heterophyllus,0,0,0,1,1,['red_list' 'gbif']
lathyrus-hirsutus,0,0,0,1,1,['red_list' 'gbif']
lathyrus-laevigatus,0,0,0,0,1,['gbif']
lathyrus-latifolius,0,0,0,1,1,['red_list' 'gbif']
lathyrus-linifolius,0,0,0,1,1,['red_list' 'gbif']
lathyrus-niger,0,0,0,1,1,['red_list' 'gbif']
lathyrus-nissolia,0,0,0,1,1,['red_list' 'gbif']
lathyrus-occidentalis,0,0,0,1,0,['red_list']
lathyrus-palustris,0,0,0,1,1,['red_list' 'gbif']
lathyrus-pratensis,0,0,0,1,1,['red_list' 'gbif']
lathyrus-sativus,0,0,0,0,1,['gbif']
lathyrus-setifolius,0,0,0,0,1,['gbif']
lathyrus-sphaericus,0,0,0,1,1,['red_list' 'gbif']
lathyrus-sylvestris,0,0,0,1,1,['red_list' 'gbif']
lathyrus-tuberosus,0,0,0,1,1,['red_list' 'gbif']
lathyrus-venetus,0,0,0,1,1,['red_list' 'gbif']
lathyrus-vernus,0,0,0,3,3,['red_list' 'gbif']
laurus-nobilis,0,0,0,1,1,['red_list' 'gbif']
lavandula-angustifolia,0,0,0,0,1,['gbif']
leersia-oryzoides,0,0,0,1,1,['red_list' 'gbif']
legousia-hybrida,0,0,0,1,1,['red_list' 'gbif']
legousia-speculum-veneris,0,0,0,1,1,['red_list' 'gbif']
lembotropis-nigricans,0,0,0,0,1,['gbif']
lemna-gibba,0,0,0,1,1,['red_list' 'gbif']
lemna-minor,0,0,0,1,1,['red_list' 'gbif']
lemna-minuta,0,0,0,0,1,['gbif']
lemna-trisulca,0,0,0,1,1,['red_list' 'gbif']
lemna-turionifera,0,0,0,1,1,['red_list' 'gbif']
lens-culinaris,0,0,0,0,1,['gbif']
leontodon-autumnalis,0,0,0,1,0,['red_list']
leontodon-crispus,0,0,0,1,1,['red_list' 'gbif']
leontodon-helveticus,0,0,0,1,0,['red_list']
leontodon-hispidus,0,0,2,6,4,['under_sampled' 'red_list' 'gbif']
leontodon-hyoseroides,0,0,0,0,2,['gbif']
leontodon-incanus,0,0,1,3,2,['under_sampled' 'red_list' 'gbif']
leontodon-montanus,0,0,0,1,0,['red_list']
leontodon-saxatilis,0,0,0,1,1,['red_list' 'gbif']
leontodon-tenuiflorus,0,0,0,0,1,['gbif']
leontopodium-alpinum,0,0,0,1,0,['red_list']
leontopodium-nivale,0,0,0,0,1,['gbif']
leonurus-cardiaca,0,0,0,1,1,['red_list' 'gbif']
leopoldia-comosa,0,0,0,0,1,['gbif']
lepidium-campestre,0,0,0,1,1,['red_list' 'gbif']
lepidium-coronopus,0,0,0,0,1,['gbif']
lepidium-densiflorum,0,0,0,0,2,['gbif']
lepidium-didymum,0,0,0,0,1,['gbif']
lepidium-draba,0,0,0,0,1,['gbif']
lepidium-graminifolium,0,0,0,1,1,['red_list' 'gbif']
lepidium-latifolium,0,0,0,0,1,['gbif']
lepidium-linifolium,0,0,0,0,1,['gbif']
lepidium-perfoliatum,0,0,0,0,1,['gbif']
lepidium-ruderale,0,0,0,1,1,['red_list' 'gbif']
lepidium-sativum,0,0,0,0,1,['gbif']
lepidium-virginicum,0,0,0,0,1,['gbif']
leucanthemella-serotina,0,0,0,0,1,['gbif']
leucanthemopsis-alpina,0,0,0,3,3,['red_list' 'gbif']
leucanthemum-adustum,0,0,0,1,2,['red_list' 'gbif']
leucanthemum-gaudinii,0,0,0,1,1,['red_list' 'gbif']
leucanthemum-halleri,0,0,0,1,0,['red_list']
leucanthemum-heterophyllum,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
leucanthemum-superbum,0,0,0,0,1,['gbif']
leucanthemum-vulgare,0,0,0,2,2,['red_list' 'gbif']
leucojum-aestivum,0,0,0,1,1,['red_list' 'gbif']
leucojum-vernum,0,0,0,1,1,['red_list' 'gbif']
levisticum-officinale,0,0,0,0,1,['gbif']
ligusticum-ferulaceum,0,0,0,0,1,['gbif']
ligusticum-lucidum,0,0,1,1,0,['under_sampled' 'red_list']
ligusticum-mutellina,0,0,0,1,0,['red_list']
ligusticum-mutellinoides,0,0,0,1,0,['red_list']
ligustrum-lucidum,0,0,0,0,1,['gbif']
ligustrum-ovalifolium,0,0,0,0,1,['gbif']
ligustrum-vulgare,0,0,0,1,0,['red_list']
lilium-bulbiferum,0,0,0,3,3,['red_list' 'gbif']
lilium-martagon,0,0,0,1,1,['red_list' 'gbif']
limodorum-abortivum,0,0,0,1,1,['red_list' 'gbif']
limosella-aquatica,0,0,0,1,1,['red_list' 'gbif']
linaria-alpina,0,0,0,3,3,['red_list' 'gbif']
linaria-angustissima,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
linaria-arvensis,0,0,0,1,0,['red_list']
linaria-dalmatica,0,0,0,0,1,['gbif']
linaria-genistifolia,0,0,0,0,1,['gbif']
linaria-maroccana,0,0,0,0,1,['gbif']
linaria-purpurea,0,0,0,0,1,['gbif']
linaria-repens,0,0,0,1,1,['red_list' 'gbif']
linaria-simplex,0,0,0,1,1,['red_list' 'gbif']
linaria-supina,0,0,0,0,1,['gbif']
linaria-tonzigii,0,0,0,0,1,['gbif']
linaria-vulgaris,0,0,0,1,1,['red_list' 'gbif']
lindernia-dubia,0,0,0,0,1,['gbif']
lindernia-procumbens,0,0,0,1,1,['red_list' 'gbif']
linnaea-borealis,0,0,0,1,1,['red_list' 'gbif']
linum-alpinum,0,0,0,1,1,['red_list' 'gbif']
linum-austriacum,0,0,0,1,2,['red_list' 'gbif']
linum-bienne,0,0,0,0,1,['gbif']
linum-catharticum,0,0,0,1,1,['red_list' 'gbif']
linum-narbonense,0,0,0,0,1,['gbif']
linum-tenuifolium,0,0,0,1,1,['red_list' 'gbif']
linum-usitatissimum,0,0,0,0,1,['gbif']
liparis-loeselii,0,0,0,1,1,['red_list' 'gbif']
listera-cordata,0,0,0,1,0,['red_list']
listera-ovata,0,0,0,1,0,['red_list']
lithospermum-officinale,0,0,0,1,1,['red_list' 'gbif']
littorella-uniflora,0,0,0,1,0,['red_list']
lloydia-serotina,0,0,0,1,0,['red_list']
lobelia-erinus,0,0,0,0,1,['gbif']
lobularia-maritima,0,0,0,0,1,['gbif']
logfia-arvensis,0,0,0,0,1,['gbif']
logfia-gallica,0,0,0,0,1,['gbif']
logfia-minima,0,0,0,0,1,['gbif']
loiseleuria-procumbens,0,0,0,1,0,['red_list']
lolium-giganteum,0,0,0,0,1,['gbif']
lolium-multiflorum,0,0,0,0,1,['gbif']
lolium-perenne,0,0,0,1,1,['red_list' 'gbif']
lolium-remotum,0,0,0,1,1,['red_list' 'gbif']
lolium-rigidum,0,0,0,1,1,['red_list' 'gbif']
lolium-temulentum,0,0,0,1,1,['red_list' 'gbif']
lomatogonium-carinthiacum,0,0,0,1,1,['red_list' 'gbif']
lomelosia-graminifolia,0,0,0,1,1,['red_list' 'gbif']
lonicera-acuminata,0,0,0,0,1,['gbif']
lonicera-alpigena,0,0,0,1,1,['red_list' 'gbif']
lonicera-caerulea,0,0,0,1,1,['red_list' 'gbif']
lonicera-caprifolium,0,0,0,0,1,['gbif']
lonicera-etrusca,0,0,0,1,1,['red_list' 'gbif']
lonicera-henryi,1,0,0,0,0,['BL']
lonicera-japonica,1,0,0,0,1,['BL' 'gbif']
lonicera-nigra,0,0,0,1,1,['red_list' 'gbif']
lonicera-periclymenum,0,0,0,1,1,['red_list' 'gbif']
lonicera-pileata,0,0,0,0,2,['gbif']
lonicera-tatarica,0,0,0,0,1,['gbif']
lonicera-xylosteum,0,0,0,1,1,['red_list' 'gbif']
lotus-alpinus,0,0,0,1,1,['red_list' 'gbif']
lotus-corniculatus,0,0,0,2,1,['red_list' 'gbif']
lotus-glaber,0,0,0,0,1,['gbif']
lotus-maritimus,0,0,0,1,1,['red_list' 'gbif']
lotus-pedunculatus,0,0,0,1,1,['red_list' 'gbif']
lotus-tenuis,0,0,0,1,0,['red_list']
ludwigia-grandiflora,1,0,0,0,1,['BL' 'gbif']
ludwigia-kentiana,0,0,0,0,1,['gbif']
ludwigia-palustris,0,0,0,1,1,['red_list' 'gbif']
ludwigia-peploides,1,0,0,0,0,['BL']
lunaria-annua,0,0,0,0,1,['gbif']
lunaria-rediviva,0,0,0,1,1,['red_list' 'gbif']
lupinus-albus,0,0,0,0,1,['gbif']
lupinus-angustifolius,0,0,0,0,1,['gbif']
lupinus-polyphyllus,1,0,0,0,1,['BL' 'gbif']
luzula-alpina,0,0,0,1,1,['red_list' 'gbif']
luzula-alpinopilosa,0,0,0,1,1,['red_list' 'gbif']
luzula-campestris,0,0,0,1,1,['red_list' 'gbif']
luzula-forsteri,0,0,0,1,1,['red_list' 'gbif']
luzula-lutea,0,0,0,1,2,['red_list' 'gbif']
luzula-luzulina,0,0,0,1,1,['red_list' 'gbif']
luzula-luzuloides,0,0,0,3,3,['red_list' 'gbif']
luzula-multiflora,0,0,0,2,0,['red_list']
luzula-nivea,0,0,0,1,1,['red_list' 'gbif']
luzula-pediformis,0,0,0,0,1,['gbif']
luzula-pilosa,0,0,0,1,1,['red_list' 'gbif']
luzula-sieberi,0,0,0,1,0,['red_list']
luzula-spicata,0,0,0,1,3,['red_list' 'gbif']
luzula-sudetica,0,0,0,1,1,['red_list' 'gbif']
luzula-sylvatica,0,0,0,2,2,['red_list' 'gbif']
lycium-barbarum,0,0,0,0,1,['gbif']
lycium-chinense,0,0,0,0,1,['gbif']
lycopodiella-inundata,0,0,0,1,1,['red_list' 'gbif']
lycopodium-annotinum,0,0,0,1,0,['red_list']
lycopodium-clavatum,0,0,0,1,2,['red_list' 'gbif']
lycopodium-lagopus,0,0,0,0,1,['gbif']
lycopsis-arvensis,0,0,0,0,1,['gbif']
lycopus-europaeus,0,0,0,1,1,['red_list' 'gbif']
lycopus-exaltatus,0,0,0,0,1,['gbif']
lysichiton-americanus,0,1,0,0,1,['WL' 'gbif']
lysimachia-arvensis,0,0,0,0,1,['gbif']
lysimachia-europaea,0,0,0,0,1,['gbif']
lysimachia-foemina,0,0,0,0,1,['gbif']
lysimachia-minima,0,0,0,0,1,['gbif']
lysimachia-nemorum,0,0,0,1,1,['red_list' 'gbif']
lysimachia-nummularia,0,0,0,1,1,['red_list' 'gbif']
lysimachia-punctata,0,0,0,0,1,['gbif']
lysimachia-tenella,0,0,0,0,1,['gbif']
lysimachia-thyrsiflora,0,0,0,1,1,['red_list' 'gbif']
lysimachia-vulgaris,0,0,0,1,1,['red_list' 'gbif']
lythrum-hyssopifolia,0,0,0,1,1,['red_list' 'gbif']
lythrum-portula,0,0,0,1,1,['red_list' 'gbif']
lythrum-salicaria,0,0,0,1,1,['red_list' 'gbif']
macleaya-cordata,0,0,0,0,1,['gbif']
macleaya-microcarpa,0,0,0,0,1,['gbif']
maianthemum-bifolium,0,0,0,1,1,['red_list' 'gbif']
malaxis-monophyllos,0,0,0,1,1,['red_list' 'gbif']
malus-pumila,0,0,0,0,1,['gbif']
malus-sylvestris,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
malva-alcea,0,0,0,1,1,['red_list' 'gbif']
malva-moschata,0,0,0,1,1,['red_list' 'gbif']
malva-neglecta,0,0,0,1,1,['red_list' 'gbif']
malva-nicaeensis,0,0,0,0,1,['gbif']
malva-parviflora,0,0,0,0,1,['gbif']
malva-pusilla,0,0,0,0,1,['gbif']
malva-sylvestris,0,0,0,1,1,['red_list' 'gbif']
malva-verticillata,0,0,0,0,1,['gbif']
marrubium-vulgare,0,0,0,1,1,['red_list' 'gbif']
marsilea-quadrifolia,0,0,0,1,1,['red_list' 'gbif']
matricaria-chamomilla,0,0,0,1,1,['red_list' 'gbif']
matricaria-discoidea,0,0,0,0,1,['gbif']
matteuccia-struthiopteris,0,0,0,1,1,['red_list' 'gbif']
matthiola-fruticulosa,0,0,0,0,1,['gbif']
matthiola-valesiaca,0,0,0,1,0,['red_list']
mazus-pumilus,0,0,0,0,1,['gbif']
medicago-arabica,0,0,0,0,1,['gbif']
medicago-falcata,0,0,0,1,1,['red_list' 'gbif']
medicago-lupulina,0,0,0,1,1,['red_list' 'gbif']
medicago-minima,0,0,0,1,1,['red_list' 'gbif']
medicago-monspeliaca,0,0,0,0,1,['gbif']
medicago-orbicularis,0,0,0,0,1,['gbif']
medicago-polymorpha,0,0,0,0,1,['gbif']
medicago-rigidula,0,0,0,0,1,['gbif']
medicago-sativa,0,0,0,1,2,['red_list' 'gbif']
melampyrum-arvense,0,0,0,1,1,['red_list' 'gbif']
melampyrum-cristatum,0,0,0,1,1,['red_list' 'gbif']
melampyrum-nemorosum,0,0,0,1,1,['red_list' 'gbif']
melampyrum-pratense,0,0,0,1,1,['red_list' 'gbif']
melampyrum-sylvaticum,0,0,0,1,1,['red_list' 'gbif']
melica-ciliata,0,0,0,1,2,['red_list' 'gbif']
melica-nutans,0,0,0,1,1,['red_list' 'gbif']
melica-transsilvanica,0,0,0,1,1,['red_list' 'gbif']
melica-uniflora,0,0,0,1,1,['red_list' 'gbif']
melilotus-albus,0,0,0,1,1,['red_list' 'gbif']
melilotus-altissimus,0,0,0,1,1,['red_list' 'gbif']
melilotus-indicus,0,0,0,0,1,['gbif']
melilotus-officinalis,0,0,0,1,1,['red_list' 'gbif']
melilotus-sulcatus,0,0,0,0,1,['gbif']
melissa-officinalis,0,0,0,1,1,['red_list' 'gbif']
melittis-melissophyllum,0,0,0,1,1,['red_list' 'gbif']
mentha-aquatica,0,0,0,1,1,['red_list' 'gbif']
mentha-arvensis,0,0,0,1,1,['red_list' 'gbif']
mentha-longifolia,0,0,0,1,1,['red_list' 'gbif']
mentha-piperita,0,0,0,0,1,['gbif']
mentha-pulegium,0,0,0,1,1,['red_list' 'gbif']
mentha-spicata,0,0,0,0,1,['gbif']
mentha-suaveolens,0,0,0,1,1,['red_list' 'gbif']
mentha-verticillata,0,0,0,0,1,['gbif']
mentha-villosa,0,0,0,0,1,['gbif']
menyanthes-trifoliata,0,0,0,1,1,['red_list' 'gbif']
mercurialis-annua,0,0,0,1,1,['red_list' 'gbif']
mercurialis-ovata,0,0,0,1,1,['red_list' 'gbif']
mercurialis-perennis,0,0,0,1,1,['red_list' 'gbif']
mespilus-germanica,0,0,0,1,1,['red_list' 'gbif']
meum-athamanticum,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
mibora-minima,0,0,0,0,1,['gbif']
micranthes-stellaris,0,0,0,0,1,['gbif']
micropus-erectus,0,0,0,1,0,['red_list']
micropyrum-tenellum,0,0,0,1,1,['red_list' 'gbif']
microthlaspi-perfoliatum,0,0,0,0,1,['gbif']
milium-effusum,0,0,0,3,3,['red_list' 'gbif']
minuartia-biflora,0,0,1,1,0,['under_sampled' 'red_list']
minuartia-capillacea,0,0,0,1,0,['red_list']
minuartia-cherlerioides,0,0,0,1,0,['red_list']
minuartia-cherleroides,0,0,0,0,1,['gbif']
minuartia-hybrida,0,0,0,1,0,['red_list']
minuartia-laricifolia,0,0,0,1,0,['red_list']
minuartia-mucronata,0,0,0,0,1,['gbif']
minuartia-mutabilis,0,0,0,0,1,['gbif']
minuartia-recurva,0,0,0,1,1,['red_list' 'gbif']
minuartia-rostrata,0,0,0,1,0,['red_list']
minuartia-rubra,0,0,0,1,0,['red_list']
minuartia-rupestris,0,0,1,1,0,['under_sampled' 'red_list']
minuartia-sedoides,0,0,0,1,0,['red_list']
minuartia-stricta,0,0,1,1,0,['under_sampled' 'red_list']
minuartia-verna,0,0,0,1,0,['red_list']
minuartia-villarii,0,0,0,0,1,['gbif']
minuartia-viscosa,0,0,0,1,0,['red_list']
mirabilis-jalapa,0,0,0,0,1,['gbif']
miscanthus-sacchariflorus,0,0,0,0,1,['gbif']
miscanthus-sinensis,0,0,0,0,1,['gbif']
misopates-orontium,0,0,0,1,1,['red_list' 'gbif']
moehringia-bavarica,0,0,0,0,1,['gbif']
moehringia-ciliata,0,0,0,1,1,['red_list' 'gbif']
moehringia-concarenae,0,0,0,0,1,['gbif']
moehringia-dielsiana,0,0,0,0,1,['gbif']
moehringia-muscosa,0,0,0,1,1,['red_list' 'gbif']
moehringia-trinervia,0,0,0,1,1,['red_list' 'gbif']
moenchia-erecta,0,0,0,1,0,['red_list']
moenchia-mantica,0,0,0,1,1,['red_list' 'gbif']
molinia-arundinacea,0,0,0,1,0,['red_list']
molinia-caerulea,0,0,0,1,2,['red_list' 'gbif']
mollugo-verticillata,0,0,0,0,1,['gbif']
molopospermum-peloponnesiacum,0,0,0,1,1,['red_list' 'gbif']
moneses-uniflora,0,0,0,1,1,['red_list' 'gbif']
monotropa-hypophegea,0,0,1,1,0,['under_sampled' 'red_list']
monotropa-hypopitys,0,0,0,2,0,['red_list']
montia-arvensis,0,0,0,0,1,['gbif']
